-9.614380002021789551e-01,1.527306139469146729e-01
4.754721522331237793e-01,-5.939009189605712891e-01
-6.680035591125488281e-01,2.230387777090072632e-01
-5.983797311782836914e-01,8.484087884426116943e-02
2.014154568314552307e-02,3.097951412200927734e-01
-6.040883064270019531e-01,3.675407767295837402e-01
-9.648620486259460449e-01,1.042984947562217712e-01
4.255045652389526367e-01,-7.051140069961547852e-01
2.626889944076538086e-01,3.204469680786132812e-01
5.107546225190162659e-02,4.822108447551727295e-01
-8.880123496055603027e-01,4.438425898551940918e-01
-7.895402908325195312e-01,1.507336348295211792e-01
-9.657668471336364746e-01,6.955695152282714844e-02
8.746367692947387695e-01,-3.207748234272003174e-01
5.151181221008300781e-01,-5.133430361747741699e-01
1.861936599016189575e-01,4.187087118625640869e-01
-5.773767232894897461e-01,-3.868497610092163086e-01
-2.185671925544738770e-01,5.974631309509277344e-01
-1.357145458459854126e-01,-8.867325186729431152e-01
-2.187752127647399902e-01,5.373091101646423340e-01
7.795134782791137695e-01,-1.681330949068069458e-01
5.571660995483398438e-01,-4.204014837741851807e-01
3.298128545284271240e-01,-9.513785243034362793e-01
4.983262419700622559e-01,-6.699619889259338379e-01
5.748934149742126465e-01,-6.116975545883178711e-01
8.560766577720642090e-01,-6.854880452156066895e-01
2.039297856390476227e-02,4.614852964878082275e-01
5.679289102554321289e-01,-1.996864229440689087e-01
-8.627341985702514648e-01,-4.653041958808898926e-01
-1.242051646113395691e-01,4.789836704730987549e-01
-5.637550354003906250e-01,3.440256714820861816e-01
2.766910791397094727e-01,-1.426291763782501221e-01
5.225089788436889648e-01,-6.559986621141433716e-02
2.841146290302276611e-01,3.126018941402435303e-01
-2.789945006370544434e-01,-6.187430620193481445e-01
5.509617328643798828e-01,-6.451554298400878906e-01
-9.621038436889648438e-01,1.791369616985321045e-01
-1.405354440212249756e-01,3.730790317058563232e-01
-5.276256203651428223e-01,3.887395262718200684e-01
4.229160249233245850e-01,-6.273572444915771484e-01
5.546605587005615234e-01,1.852359771728515625e-01
2.920704483985900879e-01,-9.522480368614196777e-01
-2.835050821304321289e-01,-7.111079692840576172e-01
-6.185494661331176758e-01,-2.283678352832794189e-01
-6.738604903221130371e-01,2.323237359523773193e-01
-6.573463678359985352e-01,2.498740702867507935e-01
-1.544518470764160156e-01,-7.645413875579833984e-01
-8.956821560859680176e-01,3.201266527175903320e-01
-2.896866500377655029e-01,-6.264085173606872559e-01
9.146875143051147461e-01,-5.989714264869689941e-01
-1.691532731056213379e-01,-6.530430316925048828e-01
-8.441691994667053223e-01,-6.081526279449462891e-01
4.230859130620956421e-02,4.860574901103973389e-01
-3.171383738517761230e-01,6.297022104263305664e-01
3.353461325168609619e-01,2.664148509502410889e-01
-7.773904502391815186e-02,1.123219281435012817e-01
5.244486331939697266e-01,-6.611720323562622070e-01
-1.934197992086410522e-01,-5.664808750152587891e-01
-1.261951476335525513e-01,9.078515321016311646e-02
-5.037651062011718750e-01,-4.810397922992706299e-01
-9.561369419097900391e-01,1.724932193756103516e-01
-1.495963335037231445e-02,-1.719430387020111084e-01
-6.153547167778015137e-01,1.258944720029830933e-02
5.890442132949829102e-01,-4.124529361724853516e-01
-7.051845192909240723e-01,1.295176148414611816e-01
9.095283150672912598e-01,-4.954116642475128174e-01
9.208918809890747070e-01,-4.008721113204956055e-01
3.716284930706024170e-01,2.546425461769104004e-01
7.252582311630249023e-01,-8.734717965126037598e-01
-6.926603913307189941e-01,3.019958436489105225e-01
4.231674671173095703e-01,1.865691542625427246e-01
-6.201522797346115112e-02,-6.732672452926635742e-01
4.783195257186889648e-01,4.536646977066993713e-02
9.116918444633483887e-01,-6.072328090667724609e-01
-7.215896844863891602e-01,8.202670514583587646e-02
-1.617008149623870850e-01,4.564754664897918701e-01
-7.647727727890014648e-01,-1.974557936191558838e-01
-1.687915623188018799e-01,4.566326439380645752e-01
-4.708447456359863281e-01,-8.311651945114135742e-01
-2.182364836335182190e-02,5.120204687118530273e-01
6.651948690414428711e-01,-3.355242311954498291e-01
-4.808351695537567139e-01,3.467053174972534180e-01
7.386898249387741089e-02,-9.522833824157714844e-01
-6.333696842193603516e-01,5.194094181060791016e-01
7.846948504447937012e-01,-5.288819074630737305e-01
5.078929066658020020e-01,-9.275791645050048828e-01
5.010907649993896484e-01,-5.337579846382141113e-01
-1.999413371086120605e-01,4.588517844676971436e-01
-7.594908475875854492e-01,1.281870156526565552e-01
1.191173344850540161e-01,-7.978371381759643555e-01
7.021674513816833496e-01,-6.475727558135986328e-01
-7.486166954040527344e-01,5.656807422637939453e-01
-3.511824179440736771e-03,-9.569296836853027344e-01
4.691957682371139526e-02,4.057599902153015137e-01
2.595774531364440918e-01,-6.642928123474121094e-01
5.505905747413635254e-01,-5.091519951820373535e-01
-6.540443301200866699e-01,-4.273287355899810791e-01
-9.564729332923889160e-01,-1.449330300092697144e-01
4.405257999897003174e-01,-9.370779991149902344e-01
-4.194242060184478760e-01,6.409776210784912109e-01
1.206155419349670410e-01,3.842667937278747559e-01
6.577110290527343750e-01,-1.351202577352523804e-01
-6.465311050415039062e-01,2.228831052780151367e-01
-7.052775621414184570e-01,-7.283641695976257324e-01
-4.312720298767089844e-01,-5.515390634536743164e-01
2.495637536048889160e-01,-6.435911655426025391e-01
-4.821776449680328369e-01,4.141570329666137695e-01
6.452700495719909668e-01,-9.086891412734985352e-01
-1.432111412286758423e-01,5.882996320724487305e-01
-1.461186856031417847e-01,5.703536272048950195e-01
-8.979463577270507812e-01,-8.256121724843978882e-02
5.820618867874145508e-01,-3.104782104492187500e-01
9.338770806789398193e-02,-9.537311196327209473e-01
-3.791721463203430176e-01,-9.068223834037780762e-01
-3.325802832841873169e-02,-6.932759284973144531e-01
-7.072956562042236328e-01,5.877299308776855469e-01
-8.210989236831665039e-01,-1.950098574161529541e-01
-3.918489515781402588e-01,6.348078250885009766e-01
1.274737566709518433e-01,3.816209733486175537e-01
-3.269512355327606201e-01,-9.300721287727355957e-01
-6.419472694396972656e-01,-2.461252212524414062e-01
7.595656514167785645e-01,-4.276714324951171875e-01
6.778246164321899414e-01,7.572674006223678589e-02
3.320703506469726562e-01,-6.653273701667785645e-01
-5.065413191914558411e-02,-2.000233530998229980e-01
-3.701143562793731689e-01,4.496420025825500488e-01
-1.615098416805267334e-01,5.404098629951477051e-01
6.858339309692382812e-01,-8.684293031692504883e-01
-4.206732511520385742e-01,4.383713901042938232e-01
-7.109661102294921875e-01,5.844352245330810547e-01
-6.276533007621765137e-01,-2.882842421531677246e-01
-6.526776552200317383e-01,-2.475741654634475708e-01
4.880202710628509521e-01,-5.656155347824096680e-01
4.664194285869598389e-01,-2.583842277526855469e-01
6.519120931625366211e-01,-4.692786633968353271e-01
-7.064795494079589844e-01,-4.199086129665374756e-02
-1.755923330783843994e-01,-1.241693273186683655e-01
-5.595504045486450195e-01,-8.461062312126159668e-01
-4.936969839036464691e-03,5.280970931053161621e-01
-4.718171432614326477e-02,1.124375239014625549e-01
-1.170233637094497681e-01,1.193195357918739319e-01
3.325874507427215576e-01,-6.696868538856506348e-01
3.594504296779632568e-01,2.687146365642547607e-01
6.276031732559204102e-01,-1.228149533271789551e-01
-9.244090914726257324e-01,3.733460307121276855e-01
-3.283972740173339844e-01,6.235363483428955078e-01
-1.253977566957473755e-01,-9.542415142059326172e-01
-5.299046635627746582e-01,2.059404104948043823e-01
-2.828672528266906738e-01,-9.141460657119750977e-01
4.940736889839172363e-01,-9.321050047874450684e-01
-3.057887963950634003e-02,2.519473135471343994e-01
-2.772128283977508545e-01,-9.198559522628784180e-01
-7.362859249114990234e-01,2.246586233377456665e-01
9.096319675445556641e-01,-4.568801820278167725e-01
-6.857959628105163574e-01,-1.467438042163848877e-01
-9.012832492589950562e-02,4.454319179058074951e-01
-5.190308690071105957e-01,3.978461623191833496e-01
-8.795149326324462891e-01,-5.312729477882385254e-01
-9.531434774398803711e-01,2.476977556943893433e-01
-7.800508141517639160e-01,-4.001654982566833496e-01
-9.546427130699157715e-01,-2.035605907440185547e-01
-6.381815671920776367e-01,3.815818428993225098e-01
2.442959696054458618e-01,3.362352550029754639e-01
-6.154174804687500000e-01,-4.227846860885620117e-01
9.053721278905868530e-02,-6.195300817489624023e-01
6.094298362731933594e-01,8.382027596235275269e-02
3.967223763465881348e-01,-6.402355432510375977e-01
5.772787928581237793e-01,-3.059302568435668945e-01
6.961800158023834229e-02,-8.820364475250244141e-01
-7.178437709808349609e-01,5.808724164962768555e-01
6.852593421936035156e-01,-6.487873196601867676e-01
6.707708835601806641e-01,9.335754066705703735e-02
1.965344548225402832e-01,-8.013940453529357910e-01
5.693561434745788574e-01,-3.406756818294525146e-01
2.302060872316360474e-01,3.872615098953247070e-01
5.762909054756164551e-01,-2.446859776973724365e-01
5.609269142150878906e-01,-1.759435832500457764e-01
-4.987099468708038330e-01,-8.708330392837524414e-01
-7.171834111213684082e-01,2.332859337329864502e-01
-9.123820066452026367e-01,-4.388740658760070801e-01
-6.198889613151550293e-01,-7.266000658273696899e-02
