9.627850055694580078e-01,7.114607095718383789e-01,4.538870453834533691e-01,8.644877672195434570e-01
6.561988592147827148e-01,7.822034955024719238e-01,-3.866872787475585938e-01,8.828013539314270020e-01
8.026123642921447754e-01,6.579880714416503906e-01,5.192352533340454102e-01,8.520191907882690430e-01
8.397330641746520996e-01,7.483533620834350586e-01,4.201094210147857666e-01,9.264184236526489258e-01
7.415566444396972656e-01,8.355656862258911133e-01,8.516542911529541016e-01,9.229480624198913574e-01
8.109343051910400391e-01,6.682105064392089844e-01,6.228222846984863281e-01,8.463131189346313477e-01
9.674939513206481934e-01,7.317702770233154297e-01,4.322527348995208740e-01,8.698679804801940918e-01
7.159348130226135254e-01,8.062670230865478516e-01,-3.163499534130096436e-01,8.786394596099853516e-01
5.693713426589965820e-01,8.750928640365600586e-01,9.947631955146789551e-01,9.805006384849548340e-01
7.987084984779357910e-01,8.152669668197631836e-01,9.595660567283630371e-01,9.377797245979309082e-01
9.587960839271545410e-01,7.116280198097229004e-01,5.920944809913635254e-01,8.707962036132812500e-01
8.471251130104064941e-01,6.906275749206542969e-01,4.611040949821472168e-01,8.461200594902038574e-01
9.670795798301696777e-01,7.321780920028686523e-01,4.197548925876617432e-01,8.700581789016723633e-01
8.011760115623474121e-01,9.502518773078918457e-01,-6.868073940277099609e-01,8.484630584716796875e-01
6.353347301483154297e-01,7.955240011215209961e-01,-4.432188272476196289e-01,8.970903158187866211e-01
7.663082480430603027e-01,8.840326070785522461e-01,9.946424365043640137e-01,9.635775685310363770e-01
7.937125563621520996e-01,7.351685762405395508e-01,1.910766810178756714e-01,8.611539006233215332e-01
8.659506440162658691e-01,7.529060840606689453e-01,8.754832744598388672e-01,9.068570733070373535e-01
8.559711575508117676e-01,8.092982769012451172e-01,-8.266006410121917725e-02,8.728444576263427734e-01
7.825263738632202148e-01,7.101859450340270996e-01,8.534551858901977539e-01,8.969573974609375000e-01
7.147272825241088867e-01,9.115047454833984375e-01,-7.258988022804260254e-01,8.835521936416625977e-01
6.189302206039428711e-01,8.109296560287475586e-01,-5.254136323928833008e-01,9.018049240112304688e-01
8.736356496810913086e-01,8.494402766227722168e-01,-2.343884855508804321e-01,8.711584210395812988e-01
6.973953247070312500e-01,7.826491594314575195e-01,-3.752373456954956055e-01,8.638075590133666992e-01
6.785494089126586914e-01,7.901699542999267578e-01,-4.307530224323272705e-01,8.643392324447631836e-01
8.056485056877136230e-01,8.913230299949645996e-01,-4.870855510234832764e-01,8.754966259002685547e-01
7.244400978088378906e-01,7.741619348526000977e-01,9.356536269187927246e-01,9.325951337814331055e-01
5.827058553695678711e-01,8.251982927322387695e-01,-6.930929422378540039e-01,9.084531068801879883e-01
9.533463120460510254e-01,8.024058341979980469e-01,2.198179811239242554e-01,8.958748579025268555e-01
7.509511113166809082e-01,7.274492979049682617e-01,8.742188215255737305e-01,9.180713295936584473e-01
7.876535654067993164e-01,6.523929834365844727e-01,6.333379745483398438e-01,8.483104109764099121e-01
6.371511816978454590e-01,8.284831047058105469e-01,-7.526055574417114258e-01,8.527597188949584961e-01
5.758717060089111328e-01,8.257984519004821777e-01,-7.725169658660888672e-01,9.224489331245422363e-01
6.691391468048095703e-01,7.991640567779541016e-01,-9.878550171852111816e-01,9.676976203918457031e-01
7.500288486480712891e-01,7.604067921638488770e-01,2.142157778143882751e-02,8.719189763069152832e-01
7.006841897964477539e-01,7.877553105354309082e-01,-4.131684005260467529e-01,8.577375411987304688e-01
9.652599692344665527e-01,7.251662015914916992e-01,4.596284329891204834e-01,8.693656921386718750e-01
7.068526744842529297e-01,6.998252868652343750e-01,8.452743291854858398e-01,8.917216062545776367e-01
7.823537588119506836e-01,6.540002822875976562e-01,6.680075526237487793e-01,8.545260429382324219e-01
6.670163273811340332e-01,7.770508527755737305e-01,-3.457706570625305176e-01,8.817352056503295898e-01
8.007857203483581543e-01,9.217216372489929199e-01,-9.161513447761535645e-01,8.674314022064208984e-01
8.746186494827270508e-01,8.466141223907470703e-01,-2.195751219987869263e-01,8.717824816703796387e-01
8.054122328758239746e-01,7.600932717323303223e-01,-8.915295824408531189e-03,8.670671582221984863e-01
7.896589040756225586e-01,7.266937494277954102e-01,2.652023136615753174e-01,8.583273291587829590e-01
8.109099864959716797e-01,6.615358591079711914e-01,5.238710045814514160e-01,8.541089296340942383e-01
8.057823181152343750e-01,6.581470966339111328e-01,5.338170528411865234e-01,8.548655509948730469e-01
7.852470278739929199e-01,7.544739842414855957e-01,-6.709255278110504150e-02,8.645463585853576660e-01
9.272730350494384766e-01,6.858729124069213867e-01,5.355036258697509766e-01,8.524661660194396973e-01
7.613573074340820312e-01,7.544156312942504883e-01,1.835550926625728607e-02,8.690412044525146484e-01
8.049577474594116211e-01,9.135724306106567383e-01,-5.528408288955688477e-01,8.618569374084472656e-01
7.341372966766357422e-01,7.597878575325012207e-01,-3.321358561515808105e-02,8.749364614486694336e-01
9.518727660179138184e-01,7.954156398773193359e-01,1.716855913400650024e-01,8.761622905731201172e-01
8.005944490432739258e-01,8.123365044593811035e-01,9.569268226623535156e-01,9.366229176521301270e-01
8.829597830772399902e-01,7.368481755256652832e-01,8.561356067657470703e-01,8.966794610023498535e-01
6.244621872901916504e-01,7.990823984146118164e-01,-9.875690937042236328e-01,9.617152214050292969e-01
5.079498887062072754e-01,7.880001664161682129e-01,6.215807199478149414e-01,9.235713481903076172e-01
8.327384591102600098e-01,8.832088708877563477e-01,-3.806061744689941406e-01,8.830934762954711914e-01
7.413145899772644043e-01,7.595234513282775879e-01,5.609802319668233395e-04,8.954739570617675781e-01
5.082204341888427734e-01,7.596216201782226562e-01,5.650604367256164551e-01,9.282480478286743164e-01
7.837065458297729492e-01,7.465322613716125488e-01,1.388201266527175903e-01,8.639172315597534180e-01
9.654079079627990723e-01,7.430150508880615234e-01,4.529233276844024658e-01,8.751549124717712402e-01
8.013781309127807617e-01,9.684377312660217285e-01,2.510946393013000488e-01,9.787315726280212402e-01
8.444123268127441406e-01,7.562949657440185547e-01,3.779647946357727051e-01,9.241199493408203125e-01
6.156168580055236816e-01,8.053740262985229492e-01,-5.480079650878906250e-01,8.932033181190490723e-01
8.187459707260131836e-01,6.715116500854492188e-01,4.583427309989929199e-01,8.528348803520202637e-01
7.872168421745300293e-01,9.202867150306701660e-01,-5.984639525413513184e-01,8.614787459373474121e-01
7.883722186088562012e-01,9.318584203720092773e-01,-6.477319002151489258e-01,8.589201569557189941e-01
7.600033283233642578e-01,8.694364428520202637e-01,-9.890569448471069336e-01,9.047842621803283691e-01
8.453607559204101562e-01,8.783266544342041016e-01,-3.804465234279632568e-01,8.672116994857788086e-01
8.359328508377075195e-01,6.631169319152832031e-01,5.612652301788330078e-01,8.626598119735717773e-01
6.126726865768432617e-01,8.154351711273193359e-01,-9.238310456275939941e-01,9.585332870483398438e-01
7.197589278221130371e-01,7.633954286575317383e-01,-8.012967556715011597e-02,8.780120611190795898e-01
5.818178653717041016e-01,8.219593763351440430e-01,-8.446461558341979980e-01,9.349325895309448242e-01
8.049979209899902344e-01,9.122337698936462402e-01,-5.477170944213867188e-01,8.615294098854064941e-01
8.469524979591369629e-01,6.713564395904541016e-01,4.229192733764648438e-01,8.961856961250305176e-01
7.080017328262329102e-01,6.977761983871459961e-01,8.533386588096618652e-01,8.932589888572692871e-01
8.440632820129394531e-01,7.238873243331909180e-01,2.978157103061676025e-01,8.555527329444885254e-01
7.103680372238159180e-01,6.967122554779052734e-01,8.504686951637268066e-01,8.923576474189758301e-01
9.002005457878112793e-01,7.965184450149536133e-01,2.140559628605842590e-02,8.763203620910644531e-01
7.765598297119140625e-01,7.654323577880859375e-01,9.444698691368103027e-01,9.099981188774108887e-01
6.213042140007019043e-01,8.224061131477355957e-01,-6.269304752349853516e-01,8.654054403305053711e-01
7.371228933334350586e-01,6.219407320022583008e-01,6.657395362854003906e-01,8.767247796058654785e-01
8.814942836761474609e-01,8.351674675941467285e-01,-1.483117938041687012e-01,8.811649084091186523e-01
8.811253309249877930e-01,6.762628555297851562e-01,7.056707739830017090e-01,8.587461709976196289e-01
7.402045726776123047e-01,8.564676046371459961e-01,-5.672866702079772949e-01,8.082314133644104004e-01
8.569992184638977051e-01,8.571602106094360352e-01,-2.960411906242370605e-01,8.692135810852050781e-01
6.412230730056762695e-01,7.922033071517944336e-01,-4.239426255226135254e-01,8.955795764923095703e-01
7.185034751892089844e-01,6.899179220199584961e-01,8.377733230590820312e-01,8.888380527496337891e-01
8.512080907821655273e-01,6.761881709098815918e-01,4.522083699703216553e-01,8.585165143013000488e-01
7.618927955627441406e-01,7.594466209411621094e-01,-1.845739930868148804e-01,8.626160025596618652e-01
9.593831896781921387e-01,9.487589597702026367e-01,-4.879224896430969238e-01,8.963942527770996094e-01
9.363741278648376465e-01,7.008996009826660156e-01,6.887371540069580078e-01,8.702410459518432617e-01
9.065749645233154297e-01,8.487740755081176758e-01,-1.250015348196029663e-01,8.775634169578552246e-01
6.471217274665832520e-01,7.526001334190368652e-01,9.337284564971923828e-01,9.277428984642028809e-01
6.801375746726989746e-01,7.733555436134338379e-01,-2.436944097280502319e-01,8.859384655952453613e-01
6.372625827789306641e-01,7.942488193511962891e-01,-4.652173817157745361e-01,8.883181810379028320e-01
8.307635784149169922e-01,7.514424324035644531e-01,1.957608312368392944e-01,8.607726693153381348e-01
9.606674909591674805e-01,7.386040091514587402e-01,3.400685191154479980e-01,8.691127896308898926e-01
8.897222280502319336e-01,8.801262974739074707e-01,-2.622801065444946289e-01,8.845010995864868164e-01
8.961622714996337891e-01,7.234740257263183594e-01,8.221215605735778809e-01,8.876207470893859863e-01
6.127152442932128906e-01,7.783966064453125000e-01,9.722843170166015625e-01,9.426491260528564453e-01
6.480231285095214844e-01,8.697481155395507812e-01,-7.276933193206787109e-01,9.190484285354614258e-01
7.960091829299926758e-01,6.625080108642578125e-01,5.230249762535095215e-01,8.433256745338439941e-01
9.357677102088928223e-01,7.970792651176452637e-01,1.028895080089569092e-01,8.744484782218933105e-01
7.784159183502197266e-01,7.507115006446838379e-01,9.188863635063171387e-02,8.659206032752990723e-01
6.784319877624511719e-01,7.813374996185302734e-01,-2.371007949113845825e-01,9.043550491333007812e-01
7.698433995246887207e-01,6.494231224060058594e-01,7.001379132270812988e-01,8.589216470718383789e-01
8.549303412437438965e-01,8.712202310562133789e-01,-3.457672894001007080e-01,8.677181601524353027e-01
8.577647209167480469e-01,7.672254443168640137e-01,9.063730835914611816e-01,9.030911922454833984e-01
8.284742832183837891e-01,7.461124658584594727e-01,9.090811014175415039e-01,8.898771405220031738e-01
9.033332467079162598e-01,7.120338678359985352e-01,3.559624254703521729e-01,8.585039377212524414e-01
5.996127128601074219e-01,8.207542300224304199e-01,-6.191780567169189453e-01,9.015562534332275391e-01
8.876767754554748535e-01,8.380751609802246094e-01,-1.566574275493621826e-01,8.744913935661315918e-01
9.222337007522583008e-01,8.368134498596191406e-01,-1.698354817926883698e-02,8.795835971832275391e-01
7.236728668212890625e-01,7.525411248207092285e-01,-1.047349572181701660e-01,8.724809885025024414e-01
9.324328899383544922e-01,7.038116455078125000e-01,7.085965871810913086e-01,8.727244734764099121e-01
9.365897774696350098e-01,7.220973968505859375e-01,2.953392565250396729e-01,9.151938557624816895e-01
8.945371508598327637e-01,7.276838421821594238e-01,8.285611271858215332e-01,8.914516568183898926e-01
6.103674173355102539e-01,7.807269692420959473e-01,9.751920700073242188e-01,9.440895915031433105e-01
9.248319864273071289e-01,8.522546291351318359e-01,-3.015322424471378326e-02,8.857873678207397461e-01
8.029057979583740234e-01,7.182564735412597656e-01,2.605794072151184082e-01,8.578443527221679688e-01
7.111607789993286133e-01,8.569942712783813477e-01,-6.184016466140747070e-01,8.024268150329589844e-01
7.748681902885437012e-01,9.357390999794006348e-01,-8.538117408752441406e-01,8.667623400688171387e-01
6.832209825515747070e-01,7.704663276672363281e-01,-2.918057739734649658e-01,8.782325387001037598e-01
5.737973451614379883e-01,8.679839968681335449e-01,2.024531066417694092e-01,9.803605079650878906e-01
7.510496973991394043e-01,6.649334430694580078e-01,7.623119354248046875e-01,8.676078915596008301e-01
8.011370301246643066e-01,7.307878136634826660e-01,8.857709765434265137e-01,9.082955121994018555e-01
8.384299278259277344e-01,8.697586655616760254e-01,-3.682414293289184570e-01,8.674746751785278320e-01
