5.303687453269958496e-01,-1.319424808025360107e-01,3.556175827980041504e-01,1.900812685489654541e-01,-4.739695191383361816e-01,7.079806923866271973e-02,-3.240395188331604004e-01,-4.813987314701080322e-01,3.235021531581878662e-01,3.567130863666534424e-01,1.831432878971099854e-01,2.886163592338562012e-01,4.774851799011230469e-01,-2.249034345149993896e-01,3.429295420646667480e-01,-1.226505562663078308e-01,2.353252470493316650e-01,-4.128495603799819946e-02,5.396912097930908203e-01,-1.656590253114700317e-01,1.768975891172885895e-02,5.473377183079719543e-02,-3.887904882431030273e-01,-4.632250666618347168e-01,-3.892227113246917725e-01,1.314585804939270020e-01,4.283999279141426086e-02,-4.370053112506866455e-01,3.152167052030563354e-02,4.765216112136840820e-01,5.849136114120483398e-01,-3.380051553249359131e-01
-2.239492684602737427e-01,-1.192249804735183716e-01,2.976008057594299316e-01,-2.287958264350891113e-01,5.133917927742004395e-01,-4.055159091949462891e-01,1.817447841167449951e-01,4.643981456756591797e-01,-3.866184949874877930e-01,3.386744856834411621e-01,-4.267054498195648193e-01,-3.759590908885002136e-02,4.304705262184143066e-01,4.881536364555358887e-01,-1.915561109781265259e-01,4.529220163822174072e-01,-2.145945876836776733e-01,1.069097295403480530e-01,5.221986770629882812e-01,-5.015973448753356934e-01,-1.914875954389572144e-01,-3.941775262355804443e-01,-4.409502148628234863e-01,-3.125452995300292969e-01,4.821767210960388184e-01,-2.119816690683364868e-01,2.255824953317642212e-01,2.415554523468017578e-01,4.590425193309783936e-01,4.466886818408966064e-02,2.915356457233428955e-01,-6.081702709197998047e-01
5.720164179801940918e-01,3.671767190098762512e-02,4.249459803104400635e-01,1.212618201971054077e-01,-2.583298981189727783e-01,-1.348404288291931152e-01,-2.533494830131530762e-01,-1.091062799096107483e-01,3.902200758457183838e-01,3.637126088142395020e-01,2.728158831596374512e-01,4.290556609630584717e-01,2.409881055355072021e-01,-3.403917253017425537e-01,3.560796976089477539e-01,-1.488624513149261475e-01,1.381640583276748657e-01,-3.131441771984100342e-01,5.559538602828979492e-01,1.468866914510726929e-01,6.121552083641290665e-03,-1.728196889162063599e-01,-4.318628311157226562e-01,-5.058637857437133789e-01,-5.017528533935546875e-01,2.776073515415191650e-01,3.224624693393707275e-01,-3.713547587394714355e-01,-8.469787985086441040e-02,3.434911072254180908e-01,6.151069402694702148e-01,-1.948970854282379150e-01
4.400489628314971924e-01,3.828938603401184082e-01,5.743310451507568359e-01,8.887825161218643188e-02,-1.106598973274230957e-01,-1.295456886291503906e-01,-1.355646699666976929e-01,-4.257764816284179688e-01,1.820041984319686890e-01,3.002624213695526123e-01,3.219222128391265869e-01,1.511612981557846069e-01,9.463982284069061279e-02,-2.148773986846208572e-03,4.934075772762298584e-01,1.933729089796543121e-02,2.004210799932479858e-01,-4.359447211027145386e-02,3.859369754791259766e-01,-7.755416631698608398e-02,-4.041487723588943481e-02,1.778461933135986328e-01,-5.464086532592773438e-01,-6.824001073837280273e-01,-4.958882629871368408e-01,2.716931998729705811e-01,2.087925672531127930e-01,-2.710425853729248047e-01,3.544643893837928772e-02,3.728449940681457520e-01,6.449943780899047852e-01,-1.742519885301589966e-01
1.724034845829010010e-01,2.288045734167098999e-01,3.906925916671752930e-01,1.540613323450088501e-01,7.190301418304443359e-01,3.955751657485961914e-02,-1.132815927267074585e-01,-2.082910388708114624e-01,-4.107035696506500244e-01,8.429961651563644409e-02,1.074019521474838257e-01,8.886659890413284302e-02,5.013641715049743652e-01,-4.831597506999969482e-01,3.071190118789672852e-01,2.648431062698364258e-01,-1.655760854482650757e-01,-4.821982979774475098e-01,6.639090776443481445e-01,-3.089353628456592560e-02,-1.152699291706085205e-01,-1.078038513660430908e-01,-3.965534269809722900e-01,1.249823048710823059e-01,-3.888851106166839600e-01,-5.281623452901840210e-02,-3.055664002895355225e-01,3.049263171851634979e-02,-4.616942703723907471e-01,2.794283628463745117e-01,1.692884713411331177e-01,-4.109231233596801758e-01
5.379241704940795898e-01,4.719333723187446594e-02,3.533406853675842285e-01,1.959116607904434204e-01,-8.267711848020553589e-02,-6.586633622646331787e-02,-4.115620851516723633e-01,-5.981409177184104919e-02,4.136435091495513916e-01,4.281515479087829590e-01,4.183447360992431641e-01,4.617461562156677246e-01,2.693871855735778809e-01,-3.430915474891662598e-01,3.535069525241851807e-01,-8.349804580211639404e-02,1.378611624240875244e-01,-2.951661348342895508e-01,5.987458825111389160e-01,2.997313141822814941e-01,-2.045633345842361450e-01,-2.925537228584289551e-01,-4.336644411087036133e-01,-3.816231191158294678e-01,-4.871220290660858154e-01,-6.609985139220952988e-03,2.090601921081542969e-01,-4.101988077163696289e-01,-2.970702052116394043e-01,3.193991184234619141e-01,5.000643730163574219e-01,-2.247244119644165039e-01
5.250782370567321777e-01,-5.521056801080703735e-02,3.496952056884765625e-01,1.739549785852432251e-01,-4.482101202011108398e-01,8.643213659524917603e-02,-3.256639838218688965e-01,-4.982327818870544434e-01,3.018857240676879883e-01,3.712224662303924561e-01,1.802865862846374512e-01,2.711012363433837891e-01,4.141569733619689941e-01,-1.574299782514572144e-01,3.313556909561157227e-01,-8.415269106626510620e-02,2.134671807289123535e-01,-2.158567681908607483e-02,5.811716318130493164e-01,-2.084677219390869141e-01,5.458386987447738647e-02,1.271133124828338623e-01,-3.859727084636688232e-01,-5.098991394042968750e-01,-4.431819319725036621e-01,1.880865395069122314e-01,2.328713610768318176e-02,-4.068865180015563965e-01,4.606794565916061401e-02,4.693393409252166748e-01,5.608279705047607422e-01,-3.531654775142669678e-01
-8.362966030836105347e-02,-1.611149311065673828e-01,2.748033106327056885e-01,-2.936137318611145020e-01,5.147429108619689941e-01,-3.375957906246185303e-01,2.099038064479827881e-01,4.563838243484497070e-01,-2.780878841876983643e-01,4.245775043964385986e-01,-5.069084763526916504e-01,-8.415850251913070679e-02,4.186528027057647705e-01,4.659835696220397949e-01,-2.712818086147308350e-01,3.264954388141632080e-01,-1.383205503225326538e-01,2.366379946470260620e-01,5.664020776748657227e-01,-5.427227020263671875e-01,-6.251294910907745361e-02,-4.774124324321746826e-01,-3.606225252151489258e-01,-3.557707071304321289e-01,4.060946702957153320e-01,-7.328049838542938232e-02,1.554988622665405273e-01,2.759443819522857666e-01,3.522922992706298828e-01,-2.695999294519424438e-02,4.399339556694030762e-01,-5.995630025863647461e-01
5.730780214071273804e-02,2.622845470905303955e-01,2.394322007894515991e-01,2.547795474529266357e-01,5.756804347038269043e-01,2.289042025804519653e-01,-3.792767822742462158e-01,2.416011691093444824e-01,-4.833445847034454346e-01,-1.013343632221221924e-01,1.035104617476463318e-01,1.929057948291301727e-02,-1.703652739524841309e-01,-4.202612116932868958e-02,2.897322475910186768e-01,2.478868216276168823e-01,7.908760756254196167e-02,-2.456909418106079102e-01,5.030337572097778320e-01,-2.873291373252868652e-01,-3.356168270111083984e-01,-5.330984592437744141e-01,-4.518661201000213623e-01,7.626344263553619385e-02,-2.609457075595855713e-01,-1.657976657152175903e-01,3.407222330570220947e-01,1.539364755153656006e-01,-3.800266087055206299e-01,4.865436851978302002e-01,-1.888375580310821533e-01,-5.072558522224426270e-01
2.048004716634750366e-01,2.738611102104187012e-01,3.155772984027862549e-01,1.918324381113052368e-01,4.942486286163330078e-01,-1.756556928157806396e-01,-3.609630763530731201e-01,-5.680325254797935486e-02,-3.309970200061798096e-01,6.711476296186447144e-02,4.282783567905426025e-01,9.001971036195755005e-02,1.399096250534057617e-01,-2.044923603534698486e-01,3.863326907157897949e-01,2.868792414665222168e-01,4.069550931453704834e-01,-3.322802484035491943e-01,5.062637925148010254e-01,-8.711659163236618042e-02,-3.472580909729003906e-01,-5.166374444961547852e-01,-4.353726208209991455e-01,-1.237094923853874207e-01,-3.443165123462677002e-01,-2.815448343753814697e-01,-1.529245972633361816e-01,1.712178140878677368e-01,-3.354438543319702148e-01,3.596253693103790283e-01,-4.120864868164062500e-01,-4.776034057140350342e-01
