-7.907569408416748047e-01,-7.145951986312866211e-01,6.092720478773117065e-02,2.629241347312927246e-01,6.117721796035766602e-01,6.420954465866088867e-01,1.294809579849243164e-01,4.068749547004699707e-01
7.725286483764648438e-01,8.777882903814315796e-02,-7.324472665786743164e-01,-3.594059348106384277e-01,1.095032691955566406e-01,7.086532115936279297e-01,8.657456040382385254e-01,-3.648466169834136963e-01
-8.237723112106323242e-01,-4.937480986118316650e-01,2.026063948869705200e-02,4.618937373161315918e-01,4.468561410903930664e-01,2.759067714214324951e-01,7.033706307411193848e-01,8.466752767562866211e-01
-5.782237648963928223e-01,-8.847421407699584961e-01,6.094130277633666992e-01,1.525228023529052734e-01,4.748751223087310791e-01,6.427656412124633789e-01,6.701453924179077148e-01,6.496714353561401367e-01
5.113406106829643250e-02,-1.628014296293258667e-01,-6.705699861049652100e-02,4.646548628807067871e-01,-3.536521196365356445e-01,6.120289564132690430e-01,1.905894875526428223e-01,7.530752420425415039e-01
-8.150624632835388184e-01,-4.931939840316772461e-01,4.024529457092285156e-02,6.192210912704467773e-01,2.117344439029693604e-01,2.164266705513000488e-01,6.319845914840698242e-01,7.037364840507507324e-01
-7.212594747543334961e-01,-7.640037536621093750e-01,1.210453957319259644e-01,2.045443058013916016e-01,6.363784670829772949e-01,6.192213296890258789e-01,1.388085335493087769e-01,4.155193269252777100e-01
7.545179128646850586e-01,9.386786818504333496e-02,-6.268211007118225098e-01,-5.331738591194152832e-01,2.211322188377380371e-01,7.355428934097290039e-01,6.724108457565307617e-01,-1.669389456510543823e-01
-5.354554392397403717e-03,-2.406593114137649536e-01,-2.824655473232269287e-01,4.800101220607757568e-01,-8.899531364440917969e-01,4.019813835620880127e-01,5.730314850807189941e-01,5.051689743995666504e-01
-2.476351261138916016e-01,-6.282654404640197754e-01,-9.690200537443161011e-02,8.441812396049499512e-01,-5.728387832641601562e-01,3.940871059894561768e-01,4.616100788116455078e-01,-7.213743776082992554e-02
-8.330748677253723145e-01,-8.514190912246704102e-01,1.735065281391143799e-01,5.419340729713439941e-01,3.346345722675323486e-01,5.336251258850097656e-01,2.036004513502120972e-01,3.667069971561431885e-01
-7.238316535949707031e-01,-4.748064279556274414e-01,2.680993638932704926e-02,3.792861998081207275e-01,6.159765720367431641e-01,3.839811682701110840e-01,5.201359391212463379e-01,6.361393928527832031e-01
-7.085299491882324219e-01,-7.451471090316772461e-01,1.046337336301803589e-01,1.737936437129974365e-01,6.536421775817871094e-01,6.284933686256408691e-01,1.332420706748962402e-01,4.136524498462677002e-01
6.816726922988891602e-01,2.156598418951034546e-01,-6.436781883239746094e-01,-1.909117959439754486e-02,-5.924485921859741211e-01,5.828137993812561035e-01,3.154558539390563965e-01,2.564443945884704590e-01
8.049713373184204102e-01,-3.384487703442573547e-02,-6.755437850952148438e-01,-2.710880935192108154e-01,-3.916208073496818542e-02,6.894738078117370605e-01,8.017911911010742188e-01,-3.863310515880584717e-01
-8.784370124340057373e-02,-5.591963529586791992e-01,-2.249103039503097534e-01,7.881886363029479980e-01,-6.371947526931762695e-01,4.255761206150054932e-01,4.338538050651550293e-01,-8.881270140409469604e-02
