3.938241600990295410e-01,-5.381435751914978027e-01,-5.139736533164978027e-01,7.190586328506469727e-01,-7.546497136354446411e-02,-5.448362827301025391e-01,-3.037201166152954102e-01,4.809994697570800781e-01,1.459294855594635010e-01,-4.173689484596252441e-01,6.783107519149780273e-01,-7.160109281539916992e-01,-5.415894985198974609e-01,-5.888859629631042480e-01,-4.155488610267639160e-01,-3.967183530330657959e-01
-1.683802008628845215e-01,-4.528855681419372559e-01,4.718144834041595459e-01,6.224780678749084473e-01,8.554067015647888184e-01,-6.984750032424926758e-01,-5.900642871856689453e-01,9.186767786741256714e-02,4.684024453163146973e-01,2.780134975910186768e-01,-5.869529559276998043e-04,7.863895893096923828e-01,6.823415756225585938e-01,-3.447726368904113770e-01,2.946744263172149658e-01,5.743796825408935547e-01
3.977448344230651855e-01,-8.169792890548706055e-01,-6.235591173171997070e-01,6.787394285202026367e-01,-2.702415287494659424e-01,-6.714755296707153320e-01,-3.594680428504943848e-01,4.317320287227630615e-01,-3.188089430332183838e-01,-1.154678128659725189e-02,2.973508238792419434e-01,-6.582694649696350098e-01,-2.174569480121135712e-02,-5.863243341445922852e-01,-3.821603357791900635e-01,-7.678245902061462402e-01
-8.750491589307785034e-02,-3.272271454334259033e-01,-6.073895692825317383e-01,8.772289156913757324e-01,-8.658517152070999146e-03,-8.211070299148559570e-01,-3.795422911643981934e-01,3.517949879169464111e-01,1.194866374135017395e-01,-2.710760533809661865e-01,6.806613206863403320e-01,-5.970202684402465820e-01,5.825994163751602173e-02,-3.855798542499542236e-01,-4.203010797500610352e-01,-8.726146221160888672e-01
3.617211282253265381e-01,-9.003659486770629883e-01,-3.426132202148437500e-01,2.175428122282028198e-01,2.259323149919509888e-01,-4.128345251083374023e-01,5.798757076263427734e-01,-4.127364158630371094e-01,3.211588859558105469e-01,7.823119312524795532e-02,5.362796783447265625e-01,-5.986372232437133789e-01,6.323214769363403320e-01,-6.036972999572753906e-01,5.612462162971496582e-01,1.000308617949485779e-01
4.863596856594085693e-01,-7.356432676315307617e-01,-5.465670228004455566e-01,7.008126974105834961e-01,-4.712992608547210693e-01,-6.649777889251708984e-01,-2.203699350357055664e-01,2.682132422924041748e-01,-2.906321585178375244e-01,-2.309724092483520508e-01,3.169761896133422852e-01,-6.683368682861328125e-01,3.998757153749465942e-02,-7.366877198219299316e-01,-1.281400471925735474e-01,-6.670154333114624023e-01
3.119158744812011719e-01,-4.955887198448181152e-01,-5.641146898269653320e-01,7.084532976150512695e-01,-5.004367977380752563e-02,-5.278010368347167969e-01,-3.414699137210845947e-01,4.525966048240661621e-01,2.464883923530578613e-01,-3.735531270503997803e-01,7.359749078750610352e-01,-6.819165349006652832e-01,-5.469099879264831543e-01,-6.003726124763488770e-01,-4.586701095104217529e-01,-4.385488927364349365e-01
-2.638274729251861572e-01,-4.572089910507202148e-01,5.203655958175659180e-01,5.851581692695617676e-01,7.991754412651062012e-01,-6.626825332641601562e-01,-5.581630468368530273e-01,1.979603618383407593e-01,5.489341020584106445e-01,5.065569281578063965e-01,7.894981652498245239e-02,6.586639881134033203e-01,3.570372760295867920e-01,-4.133350551128387451e-01,2.077800333499908447e-01,6.507936120033264160e-01
5.642549991607666016e-01,-5.777658820152282715e-01,-4.092930853366851807e-01,5.773218274116516113e-01,-9.052589535713195801e-02,-6.998056769371032715e-01,7.586098313331604004e-01,-5.235282778739929199e-01,2.313703894615173340e-01,2.254461497068405151e-01,2.187739312648773193e-01,2.885400056838989258e-01,4.966219663619995117e-01,-6.854933500289916992e-01,6.848707795143127441e-01,-4.737457633018493652e-01
6.890047788619995117e-01,-4.953353106975555420e-01,5.492479726672172546e-02,6.000893115997314453e-01,-2.252167463302612305e-01,-8.281057476997375488e-01,3.455969095230102539e-01,-3.510029911994934082e-01,1.653180271387100220e-01,-5.492233037948608398e-01,6.636720299720764160e-01,-9.683378785848617554e-02,5.098273754119873047e-01,-7.114260792732238770e-01,6.632765531539916992e-01,-6.823742389678955078e-01
5.441980361938476562e-01,-5.453595519065856934e-01,-5.047001242637634277e-01,8.247250318527221680e-01,-4.134957194328308105e-01,-5.503097772598266602e-01,-1.757059693336486816e-01,3.953670263290405273e-01,1.431835144758224487e-01,-6.261175870895385742e-01,7.106466293334960938e-01,-7.524344921112060547e-01,-2.697611749172210693e-01,-5.875614881515502930e-01,-1.556662023067474365e-01,-5.148151516914367676e-01
4.334054291248321533e-01,-7.199342250823974609e-01,-5.788773298263549805e-01,5.970178842544555664e-01,-1.165425926446914673e-01,-6.008070707321166992e-01,-5.007682442665100098e-01,4.022964835166931152e-01,-1.285084336996078491e-01,1.593188848346471786e-03,5.004162192344665527e-01,-6.938079595565795898e-01,-2.078906744718551636e-01,-5.855205655097961426e-01,-4.619178175926208496e-01,-6.350457668304443359e-01
